id,current_age,retirement_age,gender,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
249,42,69,Female,14632.00,29835.00,46702.00,618,7
1279,78,65,Male,34259.00,62103.00,33545.00,509,4
1652,51,65,Female,20966.00,42749.00,53471.00,728,4
739,38,64,Female,33925.00,69171.00,102537.00,622,1
1475,98,60,Female,22778.00,42306.00,472.00,725,5
1251,29,67,Female,20673.00,42150.00,39663.00,750,3
1119,23,63,Female,23340.00,47589.00,114020.00,763,4
592,68,65,Male,13634.00,23993.00,2573.00,714,5
692,52,65,Female,20942.00,42701.00,53696.00,701,4
1065,41,69,Female,27622.00,56320.00,84614.00,792,3
1764,59,68,Male,15472.00,31550.00,26738.00,710,3
1830,56,75,Male,15899.00,32418.00,84507.00,758,4
157,47,65,Male,16109.00,32847.00,3230.00,785,3
676,40,65,Male,31905.00,65053.00,83571.00,775,2
1481,72,65,Male,0.00,2422.00,810.00,632,2
1902,36,68,Female,15950.00,32522.00,28260.00,769,2
123,43,66,Female,17811.00,36315.00,0.00,824,3
1995,64,62,Female,20943.00,39206.00,9219.00,605,4
1688,27,66,Female,16501.00,33641.00,40696.00,743,1
1895,56,65,Female,20034.00,40848.00,146608.00,706,2
1891,47,66,Female,16733.00,34112.00,39842.00,725,4
453,26,67,Female,63159.00,128775.00,232506.00,655,1
341,50,66,Male,51032.00,104045.00,0.00,734,3
1571,58,66,Female,25166.00,51316.00,0.00,759,6
1615,66,59,Female,24561.00,48690.00,36262.00,701,6
1647,18,65,Female,17321.00,35311.00,44783.00,684,5
680,42,63,Female,13414.00,27354.00,42226.00,799,1
52,56,66,Female,31288.00,63796.00,82173.00,730,3
1387,28,65,Male,32485.00,66237.00,146680.00,785,1
1034,58,66,Female,27254.00,55569.00,76181.00,698,6
677,40,65,Male,32972.00,67226.00,128174.00,729,3
440,43,50,Female,52066.00,106159.00,144773.00,703,5
338,68,72,Female,24651.00,50258.00,0.00,686,3
1120,44,69,Female,26966.00,54981.00,121701.00,737,1
1127,59,70,Male,17455.00,35590.00,92603.00,720,4
1662,41,67,Male,24509.00,49967.00,58582.00,712,4
1462,30,63,Female,18446.00,37610.00,64933.00,586,1
1848,31,66,Female,24817.00,50599.00,83732.00,791,2
1444,64,67,Male,32805.00,66885.00,144703.00,698,7
45,61,67,Female,31281.00,63781.00,111808.00,654,1
1102,49,65,Female,46461.00,94733.00,0.00,707,5
1636,49,66,Male,12064.00,24598.00,23019.00,695,4
502,46,66,Male,17870.00,36440.00,30574.00,745,2
1630,24,65,Male,15545.00,31693.00,98206.00,719,1
266,19,65,Female,13485.00,27494.00,26097.00,724,1
5,65,65,Male,19095.00,20614.00,14042.00,711,2
1712,82,65,Female,27814.00,66999.00,3140.00,730,5
1360,41,61,Male,19066.00,38874.00,64474.00,672,3
1013,25,69,Female,23550.00,48017.00,95549.00,711,1
993,47,64,Female,21966.00,44789.00,94789.00,638,1
642,35,62,Female,16746.00,34143.00,49839.00,648,4
1871,83,65,Male,15385.00,16611.00,1797.00,696,5
1721,36,68,Female,18880.00,38496.00,64688.00,642,2
868,78,64,Male,16016.00,31046.00,11436.00,706,6
1517,37,71,Male,60593.00,123540.00,236393.00,764,4
364,65,65,Female,18273.00,39809.00,0.00,775,4
686,64,65,Male,16958.00,34576.00,81087.00,683,1
696,74,67,Female,45685.00,110570.00,5700.00,766,8
962,28,69,Male,16801.00,34262.00,60506.00,846,2
1407,40,71,Male,19851.00,40473.00,54899.00,689,4
1015,33,67,Female,47453.00,96744.00,128122.00,838,5
1456,48,70,Male,15316.00,31231.00,40499.00,681,3
1861,57,65,Female,32580.00,66427.00,103290.00,779,5
161,31,70,Male,11512.00,23469.00,22976.00,731,3
263,30,69,Male,13006.00,26519.00,63979.00,663,3
1389,40,64,Female,17067.00,34799.00,72749.00,793,2
1707,28,70,Female,17260.00,35194.00,56006.00,620,1
1374,28,66,Female,19463.00,39679.00,93772.00,758,2
1855,67,66,Male,25115.00,31287.00,25844.00,728,4
867,26,71,Male,19032.00,38805.00,54466.00,614,2
274,43,67,Female,23940.00,48810.00,0.00,799,3
1552,62,67,Male,22290.00,45450.00,85218.00,686,3
635,25,64,Female,16770.00,34201.00,42895.00,731,1
1526,53,64,Female,16742.00,34137.00,80467.00,671,4
319,67,67,Male,17683.00,28357.00,10400.00,628,2
740,30,62,Female,15862.00,32343.00,39656.00,683,3
965,18,68,Female,20670.00,42142.00,116857.00,713,2
1421,30,65,Male,16177.00,32985.00,32764.00,740,2
1538,82,62,Male,16494.00,23572.00,216.00,590,2
1101,25,70,Female,14155.00,28862.00,20944.00,751,2
92,76,68,Female,21089.00,31145.00,5132.00,689,4
125,64,70,Female,13015.00,26535.00,93592.00,724,5
449,58,70,Female,19517.00,39796.00,9452.00,729,5
1173,71,67,Male,25502.00,51703.00,5371.00,722,7
1810,66,66,Male,18879.00,31175.00,5846.00,711,5
1843,89,73,Male,16503.00,38761.00,69.00,760,7
1578,86,62,Male,19382.00,33291.00,695.00,714,2
658,40,64,Female,25812.00,52630.00,68559.00,725,4
1858,73,64,Male,14317.00,26481.00,10392.00,705,1
1663,24,59,Male,0.00,2370.00,4397.00,581,1
1503,59,67,Male,21102.00,43021.00,86014.00,725,4
725,18,68,Male,21809.00,44466.00,3096.00,709,2
1671,50,57,Male,21033.00,42886.00,60474.00,604,1
1233,35,67,Male,18560.00,37843.00,40003.00,697,3
1271,34,66,Male,23738.00,48398.00,138998.00,642,3
473,33,66,Female,13820.00,28181.00,37929.00,682,2
1541,48,65,Female,18353.00,37422.00,127116.00,681,5
149,24,54,Female,44747.00,91237.00,231619.00,594,1
560,59,65,Male,21535.00,43913.00,83944.00,676,4
1006,37,68,Male,21851.00,44550.00,117302.00,761,3
368,75,73,Male,20121.00,42806.00,20432.00,726,6
1696,63,65,Female,26339.00,53702.00,85160.00,606,1
416,86,65,Female,20030.00,38273.00,1658.00,765,6
51,29,67,Female,25166.00,51303.00,106248.00,688,3
196,44,64,Female,17545.00,35775.00,67263.00,773,1
690,71,64,Female,31024.00,67186.00,29682.00,692,1
1477,47,67,Male,22934.00,46763.00,65106.00,696,3
260,62,70,Male,14275.00,29110.00,23504.00,699,3
857,90,62,Male,17685.00,41831.00,1100.00,615,1
1167,42,65,Female,24089.00,49117.00,42380.00,769,3
1358,69,70,Female,33808.00,68930.00,72619.00,768,4
1611,68,58,Female,13907.00,20334.00,9544.00,684,2
734,43,61,Female,12220.00,24917.00,36101.00,693,2
1507,39,67,Female,21749.00,44344.00,82822.00,744,3
504,38,68,Female,16825.00,34311.00,61776.00,705,2
524,57,62,Male,17282.00,35239.00,43270.00,726,1
525,55,66,Male,18223.00,37147.00,0.00,703,3
250,50,64,Female,17003.00,34671.00,55643.00,786,6
479,57,69,Male,30004.00,61173.00,71422.00,692,3
343,55,72,Female,23368.00,47643.00,45706.00,764,8
1196,60,61,Female,17113.00,34895.00,56622.00,820,4
1530,64,68,Female,0.00,1785.00,2892.00,732,3
1963,98,69,Male,26137.00,33869.00,370.00,821,7
764,77,68,Female,20835.00,31066.00,20902.00,712,4
213,37,68,Female,27057.00,55172.00,96779.00,629,3
410,54,60,Female,23029.00,46956.00,94340.00,610,2
1685,53,61,Male,36300.00,74012.00,93119.00,681,2
225,32,68,Male,20055.00,40887.00,50734.00,688,4
1210,32,65,Male,16935.00,34531.00,60156.00,703,4
1336,18,67,Female,26481.00,53995.00,154800.00,673,1
576,68,64,Female,30747.00,63502.00,24100.00,638,7
1677,51,67,Male,16272.00,33178.00,92366.00,671,2
1969,84,65,Male,29583.00,44690.00,2249.00,733,5
1431,56,61,Female,19327.00,39409.00,52076.00,599,1
558,19,63,Male,16223.00,33080.00,55066.00,692,3
1482,54,64,Male,43725.00,89152.00,162012.00,675,1
1295,70,70,Female,17474.00,27772.00,14408.00,788,4
1468,66,65,Male,26188.00,44137.00,22392.00,626,2
538,66,69,Female,14844.00,30265.00,36789.00,814,4
748,55,69,Male,18412.00,37534.00,99840.00,706,3
1068,21,67,Male,15864.00,32345.00,61066.00,730,3
41,38,70,Male,13332.00,27183.00,58323.00,637,1
807,52,71,Female,18877.00,38487.00,49725.00,691,3
1430,69,69,Female,26764.00,33642.00,20874.00,593,5
1873,51,67,Female,16823.00,34302.00,84935.00,651,3
204,31,67,Female,20968.00,42754.00,60172.00,656,1
424,24,69,Female,25037.00,51045.00,127864.00,772,2
980,84,69,Male,20641.00,24055.00,0.00,733,7
1415,28,68,Male,22081.00,45021.00,77559.00,689,1
600,18,55,Male,22991.00,46878.00,60121.00,578,1
652,82,66,Female,20065.00,22726.00,1692.00,784,6
1129,49,65,Male,16894.00,34449.00,36540.00,686,3
885,36,66,Male,13895.00,28334.00,0.00,700,3
1899,31,67,Female,28037.00,57166.00,111755.00,737,2
1369,59,67,Female,17585.00,35854.00,49101.00,850,2
1057,39,71,Female,22050.00,44958.00,91549.00,787,1
1302,62,72,Female,14218.00,28988.00,13351.00,694,4
415,53,65,Male,16544.00,33729.00,0.00,763,4
83,31,69,Male,29157.00,59455.00,96224.00,557,1
1093,18,70,Male,23316.00,47543.00,124177.00,667,1
28,39,65,Female,26618.00,54273.00,110237.00,789,4
33,77,71,Female,18239.00,38692.00,8902.00,596,5
1646,54,69,Male,14663.00,29898.00,19719.00,714,5
1847,22,60,Female,15418.00,31443.00,52826.00,676,1
1152,43,65,Male,17428.00,35538.00,71591.00,747,1
134,43,67,Male,24608.00,50174.00,145300.00,643,4
188,24,57,Male,42884.00,87436.00,135294.00,845,2
220,33,67,Female,30335.00,61846.00,12525.00,722,4
1343,22,62,Female,11951.00,24369.00,37437.00,575,4
1930,26,68,Male,21810.00,44470.00,66413.00,721,3
1260,28,65,Male,20995.00,42806.00,49194.00,712,3
96,69,66,Female,38948.00,99825.00,4344.00,685,4
1166,44,66,Female,19569.00,39898.00,43630.00,682,3
1533,39,70,Female,24233.00,49412.00,42378.00,830,3
88,22,68,Male,16349.00,33337.00,71679.00,712,1
1451,58,57,Female,20979.00,17078.00,25245.00,719,4
57,28,66,Female,21494.00,43826.00,84935.00,823,1
1335,51,66,Female,47991.00,97845.00,255288.00,836,4
816,56,65,Male,17795.00,36285.00,67244.00,759,5
1081,31,60,Female,24849.00,50666.00,102318.00,617,3
1385,51,68,Female,40364.00,82298.00,182301.00,789,6
1125,25,71,Male,31839.00,64917.00,102747.00,689,4
1952,26,54,Female,18100.00,36909.00,102869.00,821,1
1870,24,70,Male,34848.00,71054.00,106595.00,767,2
1345,83,66,Female,24703.00,16620.00,1140.00,804,8
1695,45,66,Female,27973.00,57027.00,21798.00,709,4
1906,18,71,Male,14199.00,28950.00,61297.00,609,1
1985,50,69,Female,0.00,1426.00,3154.00,680,3
1604,55,72,Male,15354.00,31308.00,59817.00,742,7
1933,26,64,Male,14546.00,29658.00,45750.00,589,2
649,48,65,Male,22762.00,46408.00,0.00,847,7
1486,39,63,Female,11431.00,23307.00,31064.00,789,1
1744,31,69,Female,14435.00,29433.00,61260.00,693,3
1272,27,69,Male,30025.00,61222.00,142541.00,779,1
400,46,68,Female,19508.00,39770.00,72827.00,711,4
1994,48,66,Female,38345.00,78180.00,102759.00,740,3
572,29,67,Male,23208.00,47317.00,42433.00,680,2
1442,41,58,Male,14925.00,30432.00,101847.00,624,1
1853,39,70,Male,18226.00,37165.00,0.00,771,3
556,46,66,Male,17856.00,36405.00,31815.00,715,2
1960,30,61,Male,23500.00,47916.00,69567.00,612,1
321,52,67,Male,19705.00,40177.00,47012.00,698,4
483,49,68,Female,19604.00,39969.00,68456.00,713,3
404,44,61,Male,21979.00,44816.00,63043.00,625,1
1510,32,59,Male,24845.00,50658.00,72806.00,764,2
916,21,68,Male,20236.00,41260.00,80574.00,682,2
1635,54,58,Male,20760.00,42332.00,75213.00,616,6
1384,74,67,Female,22545.00,23011.00,30510.00,721,3
943,64,61,Male,39495.00,87317.00,41998.00,773,1
1236,72,65,Female,14645.00,25243.00,18006.00,730,6
969,24,70,Female,28884.00,58893.00,113715.00,666,3
508,24,69,Male,31547.00,64319.00,0.00,757,3
496,47,63,Male,17810.00,36319.00,44737.00,730,4
450,39,66,Male,21186.00,43192.00,33517.00,739,3
1753,46,58,Male,22304.00,45476.00,67636.00,506,1
304,31,68,Male,20255.00,41297.00,34703.00,685,2
839,45,63,Female,26674.00,54384.00,69717.00,622,3
138,43,68,Female,16071.00,32770.00,103262.00,641,4
43,26,66,Female,29972.00,61104.00,79486.00,721,4
1187,55,67,Male,23216.00,47334.00,87775.00,701,3
849,67,69,Female,21497.00,43828.00,60231.00,711,3
654,47,69,Female,16618.00,33883.00,50616.00,524,1
1898,44,72,Male,25009.00,50993.00,75783.00,675,5
1971,48,66,Male,20447.00,41690.00,69869.00,763,2
1020,29,66,Female,26545.00,54122.00,166903.00,796,4
22,56,66,Male,26467.00,53966.00,135478.00,747,1
436,20,65,Female,26273.00,53569.00,79540.00,623,1
1823,67,70,Male,32056.00,65362.00,27745.00,743,6
589,58,72,Male,13259.00,27035.00,58050.00,595,2
49,38,74,Male,18962.00,38663.00,59053.00,686,3
1350,22,65,Female,21940.00,44740.00,103896.00,651,1
1525,43,70,Female,19126.00,38994.00,0.00,728,4
69,54,67,Female,18794.00,38318.00,93284.00,748,6
234,42,73,Female,18452.00,37623.00,923.00,726,6
608,32,65,Male,0.00,2365.00,0.00,769,3
1064,50,65,Female,23752.00,48428.00,72566.00,654,1
374,58,66,Male,15290.00,31177.00,18859.00,689,5
286,38,69,Male,18746.00,38223.00,30756.00,725,4
1419,53,64,Female,30157.00,61490.00,116180.00,647,1
1435,41,78,Female,45132.00,92017.00,157723.00,703,3
1683,43,69,Male,12313.00,25109.00,92.00,850,3
727,44,68,Male,19874.00,40522.00,81572.00,801,5
1150,46,67,Male,30913.00,63030.00,93406.00,791,5
332,61,65,Male,18324.00,37362.00,21600.00,703,4
487,52,68,Male,27005.00,55059.00,162462.00,735,3
735,49,67,Female,33226.00,67743.00,67132.00,752,3
137,33,65,Female,20142.00,41069.00,64073.00,644,3
570,34,65,Male,15814.00,32245.00,43097.00,625,1
1121,44,68,Female,41380.00,84365.00,113529.00,796,5
860,55,65,Male,30794.00,62791.00,193215.00,692,4
518,31,61,Male,22283.00,45433.00,91998.00,523,1
1203,36,62,Male,20371.00,41537.00,128044.00,582,1
944,58,71,Male,58517.00,119308.00,89328.00,789,6
388,25,66,Female,8491.00,17310.00,21853.00,749,2
741,75,66,Male,21695.00,41316.00,22629.00,826,1
1737,52,65,Male,18487.00,37686.00,41173.00,739,4
1709,62,69,Female,17420.00,35519.00,111115.00,744,1
1018,90,71,Female,17142.00,31805.00,614.00,755,6
275,43,58,Female,37415.00,76288.00,120771.00,710,4
1367,49,67,Female,16801.00,34255.00,36094.00,708,4
1965,24,65,Male,18364.00,37443.00,0.00,745,1
284,51,65,Male,25005.00,50980.00,0.00,754,4
79,70,66,Female,20045.00,29164.00,19851.00,625,4
1515,77,67,Female,20983.00,30457.00,19314.00,520,5
1934,47,67,Female,13614.00,27763.00,59691.00,691,1
9,29,60,Male,20102.00,40988.00,89801.00,540,3
1964,68,64,Male,22644.00,38637.00,30595.00,643,4
982,46,67,Male,32610.00,66489.00,45974.00,729,4
1676,51,65,Male,24981.00,50936.00,88447.00,681,3
1519,41,72,Female,19625.00,40012.00,59472.00,849,4
1098,50,71,Male,16901.00,34456.00,54634.00,752,4
554,59,67,Male,26170.00,53357.00,114266.00,690,5
596,28,65,Male,16985.00,34629.00,34484.00,721,3
170,34,71,Male,18137.00,36983.00,58895.00,768,4
794,49,67,Female,14528.00,29621.00,0.00,730,3
1697,64,67,Male,20108.00,41002.00,97188.00,685,6
573,52,69,Male,14717.00,30011.00,84166.00,589,1
1715,32,72,Female,24589.00,50137.00,90747.00,679,1
1607,21,66,Male,27057.00,55166.00,70698.00,689,1
1026,84,70,Male,13194.00,17016.00,691.00,714,4
1892,22,62,Male,15966.00,32557.00,60053.00,637,2
402,47,72,Male,21556.00,43954.00,60913.00,744,3
1628,56,59,Male,31114.00,63439.00,199706.00,786,2
553,73,65,Male,17707.00,34067.00,17902.00,628,1
1551,47,70,Male,17510.00,35699.00,63264.00,687,5
1672,28,70,Male,36610.00,74644.00,204251.00,792,3
426,26,65,Female,20773.00,42348.00,6204.00,754,4
1135,89,69,Female,31496.00,68010.00,0.00,704,7
1420,87,70,Female,38514.00,60652.00,0.00,688,4
1589,39,70,Female,13485.00,27494.00,44258.00,702,3
1002,31,67,Male,19023.00,38788.00,77448.00,716,1
1411,57,66,Female,33847.00,69007.00,52218.00,720,4
1654,43,66,Male,24194.00,49328.00,6197.00,693,5
1330,65,61,Female,33097.00,35404.00,30887.00,575,3
790,34,65,Female,22740.00,46361.00,69620.00,743,2
552,54,66,Male,25767.00,52538.00,132409.00,602,1
139,73,65,Female,19652.00,31317.00,4591.00,687,4
1280,28,66,Male,16025.00,32676.00,88515.00,641,1
883,33,60,Male,26647.00,54333.00,103224.00,584,1
359,66,61,Male,24252.00,57383.00,20725.00,799,4
1921,44,65,Male,15726.00,32064.00,9833.00,709,3
651,53,66,Female,16852.00,34361.00,41375.00,643,1
557,59,54,Male,18476.00,28245.00,13411.00,669,1
1071,26,69,Male,18816.00,38363.00,63974.00,838,3
1175,93,69,Male,12475.00,10782.00,346.00,770,7
1936,86,68,Female,26951.00,35685.00,1135.00,714,5
182,49,70,Female,25006.00,50984.00,65126.00,616,2
468,48,65,Female,23238.00,47374.00,35312.00,714,2
1651,33,66,Male,27474.00,56018.00,100163.00,739,2
1714,23,65,Female,35807.00,73011.00,240352.00,794,2
1839,59,60,Female,13456.00,27439.00,84665.00,631,1
1585,35,69,Female,20710.00,42229.00,0.00,688,3
1245,54,58,Female,21040.00,42900.00,111007.00,802,6
732,60,68,Male,19224.00,39191.00,43396.00,756,6
342,18,68,Male,62840.00,128123.00,135808.00,699,1
476,68,71,Male,20340.00,41473.00,98151.00,724,3
164,76,67,Male,18287.00,37829.00,20185.00,658,4
539,21,68,Female,16954.00,34568.00,81953.00,765,1
40,71,74,Male,14342.00,29243.00,30686.00,726,4
1,43,74,Female,22247.00,45360.00,14587.00,704,3
272,30,67,Female,26193.00,53407.00,125586.00,767,3
521,21,70,Female,16101.00,32829.00,44141.00,652,1
988,68,68,Male,20042.00,39832.00,5377.00,785,4
660,31,68,Female,21602.00,44041.00,109159.00,680,2
1381,79,68,Male,24878.00,29517.00,2470.00,690,4
184,50,69,Female,21348.00,43529.00,126175.00,797,6
1183,53,66,Male,16097.00,32820.00,23004.00,740,4
905,69,73,Male,47524.00,96901.00,182809.00,701,5
419,60,66,Male,16448.00,33540.00,74530.00,734,5
239,26,68,Male,20699.00,42201.00,138469.00,682,5
1241,40,69,Female,24227.00,49396.00,39549.00,814,3
383,48,66,Male,16816.00,34287.00,77180.00,760,3
1816,39,69,Female,16794.00,34241.00,79551.00,784,2
1501,40,67,Male,17778.00,36247.00,34079.00,712,3
497,63,65,Male,25692.00,52380.00,8764.00,850,6
893,18,68,Male,17027.00,34716.00,18962.00,850,3
44,85,67,Male,16738.00,38194.00,1674.00,680,3
661,64,67,Male,21005.00,42831.00,59948.00,566,3
939,80,59,Female,19945.00,34819.00,2971.00,696,2
947,63,71,Male,16985.00,34637.00,12623.00,710,4
1749,50,61,Female,8658.00,17657.00,21899.00,614,2
385,79,65,Male,21679.00,30434.00,23883.00,740,7
67,23,65,Female,23366.00,47639.00,0.00,732,2
1298,32,70,Female,12557.00,25603.00,26348.00,729,2
913,56,70,Male,13964.00,28476.00,0.00,693,3
1634,66,68,Male,10091.00,20577.00,60152.00,825,4
804,64,67,Male,14839.00,30252.00,24172.00,812,5
1703,47,65,Female,24115.00,49169.00,65994.00,747,2
1741,92,67,Male,17460.00,24960.00,889.00,707,9
766,44,63,Female,15187.00,30967.00,61201.00,685,3
472,50,64,Male,22578.00,46039.00,79738.00,672,4
366,50,68,Female,19573.00,39911.00,93823.00,625,7
1205,22,69,Male,27948.00,56984.00,128684.00,680,5
1705,50,68,Male,13708.00,27952.00,2070.00,850,3
626,22,65,Female,42160.00,85954.00,108684.00,746,2
1638,79,64,Female,34186.00,57824.00,31354.00,668,5
1953,29,68,Female,21579.00,43996.00,16260.00,842,3
1771,41,66,Male,25476.00,51943.00,61722.00,794,3
931,34,73,Male,33974.00,69270.00,97114.00,540,1
1190,49,65,Female,21769.00,44383.00,42369.00,707,7
371,82,63,Male,43827.00,92368.00,2689.00,719,4
1404,52,71,Female,17886.00,36472.00,80469.00,526,2
1970,18,66,Male,25442.00,51873.00,70144.00,731,2
1364,47,72,Male,0.00,3.00,5.00,750,2
327,44,67,Male,18069.00,36843.00,52248.00,772,5
1337,26,66,Male,18946.00,38634.00,42099.00,800,2
594,29,70,Male,16642.00,33933.00,5329.00,698,6
1704,27,62,Male,31270.00,63760.00,151177.00,716,1
1500,53,66,Male,25949.00,52904.00,144534.00,680,4
923,18,70,Female,23297.00,47501.00,81625.00,735,2
1788,59,66,Female,20521.00,41845.00,90940.00,673,4
129,56,63,Female,22008.00,44875.00,125909.00,510,1
1756,30,66,Male,28430.00,57969.00,92382.00,691,2
197,32,60,Male,15757.00,32128.00,58373.00,724,5
219,47,66,Male,11036.00,22505.00,27928.00,798,3
1820,60,65,Female,18828.00,38394.00,69393.00,693,5
405,30,67,Male,17165.00,34998.00,60749.00,627,1
726,58,67,Male,22032.00,44924.00,27297.00,717,3
20,86,67,Female,19477.00,23371.00,0.00,757,8
216,60,66,Female,16273.00,33178.00,85620.00,687,3
293,32,63,Female,20640.00,42084.00,57760.00,661,5
1868,24,69,Male,28049.00,57187.00,9756.00,714,2
1996,46,66,Female,21956.00,44768.00,59862.00,728,3
1171,90,67,Male,26370.00,39214.00,0.00,781,5
1154,73,71,Male,27546.00,38809.00,19912.00,788,4
819,55,77,Female,18392.00,37495.00,28449.00,687,3
1554,49,63,Male,25405.00,51802.00,91118.00,696,1
1079,65,60,Female,48994.00,103294.00,39076.00,831,3
681,19,60,Female,21400.00,43634.00,52593.00,654,1
240,50,68,Male,17104.00,34868.00,51984.00,745,3
751,61,64,Female,24364.00,49677.00,108399.00,593,4
773,67,65,Male,15562.00,11029.00,3225.00,786,3
1294,39,63,Female,28993.00,59114.00,132715.00,730,2
1567,43,68,Female,19901.00,40576.00,54011.00,747,2
132,77,72,Female,13972.00,31555.00,12777.00,696,4
512,48,62,Male,35727.00,72844.00,207423.00,718,1
501,24,65,Male,17267.00,35212.00,56286.00,765,2
178,47,66,Female,24057.00,49045.00,0.00,727,3
1077,57,54,Female,17899.00,12044.00,10323.00,576,3
914,38,71,Male,22638.00,46160.00,87459.00,763,4
1840,46,71,Female,21702.00,44249.00,103229.00,706,5
550,76,70,Male,21219.00,30248.00,35766.00,763,4
1869,28,71,Male,16912.00,34487.00,52077.00,702,1
977,83,67,Female,13917.00,22873.00,0.00,710,5
933,50,69,Male,21234.00,43290.00,90238.00,690,4
938,28,73,Female,24982.00,50934.00,54406.00,720,3
622,23,65,Male,42884.00,87437.00,0.00,738,2
796,25,70,Female,21177.00,43178.00,74257.00,746,3
621,51,63,Male,13425.00,27372.00,54474.00,612,1
1038,33,65,Female,18025.00,36755.00,96292.00,810,2
1687,70,64,Female,24485.00,40189.00,24169.00,621,1
1890,29,65,Male,15708.00,32024.00,69171.00,754,1
544,34,65,Female,29426.00,59999.00,128311.00,676,1
810,77,65,Female,16521.00,22540.00,16946.00,705,6
58,38,66,Female,25756.00,52512.00,95640.00,706,2
1986,44,69,Female,23752.00,48430.00,62384.00,716,2
1084,36,66,Male,31518.00,64262.00,75415.00,775,4
1349,48,64,Female,13862.00,28267.00,35727.00,799,3
1825,70,65,Female,24849.00,45754.00,9066.00,718,4
98,80,67,Female,15755.00,16646.00,1639.00,590,2
615,35,65,Female,21956.00,44766.00,68989.00,713,2
1488,34,66,Female,20155.00,41091.00,86837.00,695,6
211,43,71,Male,14214.00,28983.00,36482.00,755,3
1443,47,69,Male,17175.00,35016.00,54455.00,732,3
801,82,69,Female,14989.00,23175.00,1626.00,723,5
655,49,66,Female,14880.00,30340.00,64661.00,552,3
669,38,62,Female,20177.00,41141.00,71060.00,683,2
1726,67,65,Female,34974.00,23533.00,23132.00,687,1
444,24,68,Female,12939.00,26382.00,13161.00,748,2
418,29,66,Male,25449.00,51891.00,83166.00,693,4
242,41,65,Male,21365.00,43560.00,58544.00,850,5
168,51,56,Female,15553.00,31713.00,42895.00,646,1
960,29,66,Male,26180.00,53376.00,60953.00,750,3
1911,58,75,Female,16574.00,33793.00,108196.00,768,4
259,71,65,Female,22585.00,38009.00,20529.00,689,3
300,40,64,Male,37131.00,75711.00,121251.00,750,1
1967,55,74,Male,30307.00,61793.00,686.00,767,4
434,31,74,Female,26190.00,53395.00,73370.00,785,3
1076,61,66,Female,18316.00,37342.00,48611.00,779,5
723,59,68,Female,17359.00,35397.00,55112.00,828,5
1398,52,66,Male,34756.00,70862.00,16595.00,745,5
1464,63,61,Female,30839.00,49569.00,58019.00,682,2
1505,29,69,Male,18479.00,37677.00,66737.00,685,2
1130,50,65,Female,21756.00,44355.00,44779.00,680,3
62,78,68,Female,15296.00,22290.00,9235.00,716,6
1623,32,73,Female,17278.00,35227.00,25277.00,746,3
1416,73,65,Female,24172.00,48750.00,18724.00,709,8
1998,65,67,Male,0.00,645.00,790.00,688,3
1299,40,70,Female,18295.00,37299.00,31923.00,723,2
303,94,66,Male,27185.00,60080.00,1807.00,690,6
1138,51,64,Female,20542.00,41886.00,107734.00,768,3
1750,47,55,Female,34681.00,70711.00,100226.00,741,2
1117,49,68,Female,13582.00,27691.00,24480.00,687,2
1322,35,62,Female,22319.00,45508.00,93806.00,636,1
878,45,65,Male,19663.00,40093.00,81752.00,615,2
609,59,62,Male,18408.00,37536.00,63386.00,717,3
761,18,69,Female,27576.00,56222.00,63846.00,726,4
1313,35,67,Male,14798.00,30172.00,39959.00,653,2
1558,47,65,Female,25172.00,51330.00,106161.00,597,2
399,37,68,Female,31514.00,64252.00,92973.00,802,2
325,45,57,Male,19589.00,39942.00,52441.00,709,4
689,65,62,Female,18012.00,39077.00,14019.00,709,1
1763,49,66,Male,18660.00,38039.00,27179.00,717,3
717,23,65,Female,26325.00,53675.00,82373.00,659,5
884,75,64,Male,21663.00,42812.00,22171.00,631,4
1701,56,67,Male,11393.00,23231.00,48624.00,726,3
117,20,71,Male,14824.00,30229.00,43239.00,595,3
126,63,65,Male,13047.00,26600.00,0.00,799,4
1051,32,71,Female,24424.00,49800.00,137460.00,694,2
462,63,57,Female,24571.00,50696.00,32793.00,767,5
1454,30,64,Male,17564.00,35813.00,43474.00,748,2
467,38,65,Male,21988.00,44831.00,20906.00,705,3
1802,39,62,Female,29088.00,59313.00,102360.00,802,2
1563,49,67,Female,11073.00,22583.00,62461.00,683,4
1235,18,65,Male,30564.00,62316.00,146487.00,813,1
587,20,62,Male,12433.00,25350.00,70475.00,643,2
709,26,66,Female,21057.00,42931.00,48783.00,742,3
1036,19,68,Male,24817.00,50602.00,66762.00,722,2
372,32,71,Male,12101.00,24668.00,22338.00,756,1
929,63,62,Female,44106.00,56102.00,59198.00,850,1
253,61,62,Male,21705.00,44257.00,110587.00,664,2
1549,68,74,Male,31072.00,63355.00,140526.00,747,5
529,55,68,Male,22448.00,45767.00,41791.00,721,4
1306,46,58,Female,16252.00,33137.00,40559.00,706,2
1798,79,65,Male,24926.00,37898.00,32994.00,517,2
389,27,67,Male,26033.00,53082.00,106945.00,689,3
1829,25,68,Male,21682.00,44204.00,59310.00,710,3
1392,24,61,Male,26023.00,53061.00,84073.00,743,3
1949,28,67,Female,21796.00,44444.00,130382.00,706,1
1881,67,67,Male,22321.00,56542.00,9097.00,733,6
1706,24,67,Female,13161.00,26839.00,70077.00,805,2
